side,gross_pnl,net_pnl,turnover,avg_holding_days,alpha_per_turnover,cost_drag
LONG,0.1054970116899995,0.06876588226960723,14.692451768216337,26.906779661016948,0.007180354467333864,0.03673112942039228
SHORT,-0.030632705557766433,-0.06316594319625898,13.013295055447438,26.418367346938776,-0.0023539545846955503,0.03253323763849255
