Metric,Value
Step32_Mean_IC,0.02684106488582747
Step32_Sharpe,-2.1312099142992156
Step32_MaxDrawdown,-0.41204373940846706
Step32_Monotonicity,0.6969696969696969
Step32_Trend_Accuracy,0.5081632653061224
Step32_Trend_Precision,0.5187384044526901
Step32_Trend_Recall,0.5567502986857825
Step32_Trend_F1,0.5370726085286208
Step32_Trend_ROCAUC,0.5115377646017631
Random_Benchmark_Sharpe,0.5051996338744715
Final_Verdict,FAIL -> FALLBACK_STEP28_REGIME_FILTER
