regime,sharpe,avg_turnover_proxy,avg_age,entry_share
HIGH,1.914483883559194,0.2622947379607746,1.0370014416146083,0.2748678519942335
MEDIUM,0.9794545589486532,0.12857651999094144,0.36671177266576455,0.2368064952638701
LOW,2.901949288783914,0.11654452860466086,0.7307979120059657,0.20059656972408652
