holding_period,total_return,annualized_return,annualized_vol,sharpe,gross_sharpe,turnover,tx_cost_drag,cost_adjusted_sharpe,alpha_retention_ratio
1,-0.12694229359496523,-0.12967692669733188,0.13371283227838968,-0.9775913474926551,2.6841176091606513,0.753061224489796,0.46124999999999994,-0.9775913474926551,-0.36421330576433164
2,0.10863910687954692,0.11128451204056145,0.11922696673100008,0.9490812134991441,3.2546426560092923,0.4163265306122449,0.255,0.9490812134991441,0.29160842335387693
3,-0.014026058774830985,-0.014347854013684547,0.10516896180371842,-0.08583639719009652,1.7110198563182955,0.29183673469387755,0.17875000000000002,-0.08583639719009652,-0.050166803659891984
5,0.13724013801231183,0.14062498651326805,0.11691827872340552,1.1897744527612713,2.1822996754296584,0.16938775510204082,0.10375000000000001,1.1897744527612713,0.545192975170573
10,0.1169944018799749,0.11985403386533178,0.10130617122912934,1.173986282638861,1.812486143271632,0.09591836734693877,0.058750000000000004,1.173986282638861,0.6477215216220934
20,0.0248994895136867,0.0254821684145361,0.08434874530436377,0.34177440804512527,0.6853794117252134,0.04693877551020408,0.028750000000000005,0.34177440804512527,0.49866453849966474
