regime,gross_pnl,net_pnl,cost_drag,turnover,alpha_per_turnover,avg_holding_days,replacement_rate
HIGH,0.14265910626647804,0.08641613090493118,0.05624297536154686,22.4971901447024,0.006341196627173956,28.347457627118644,2.0040816326530613
LOW,-0.012948934798325661,-0.024621513773253893,0.011672578974928231,4.669031589992398,-0.0027733662856512698,29.652173913043477,2.0040816326530613
MEDIUM,-0.05484586533591933,-0.07399060850332713,0.0191447431674078,7.657897266994686,-0.0071620006672462695,23.16,2.0040816326530613
