metric,value
step33_avg_turnover,0.2884768554882095
step34_avg_turnover,0.39440470117683596
turnover_reduction_pct,-0.3671970339157967
target_lt_10pct_met,0.0
rebalance_day_sharpe,-4.991450813009434
hold_day_sharpe,2.1328778461956484
