net_sharpe,gross_sharpe,turnover,ann_return,max_dd,effective_n,overlap,breakeven_bps,sortino,calmar,ic,win_rate
2.9650467639266864,3.394243817542186,0.3061917844334896,0.5549253704486906,-0.11147644643587162,9.782580415988434,0.8263112193194629,81.91848100803504,4.092270809702716,4.9779607099598495,0.02684106488582747,1.0
